y_relaxed,mp_volume,mp_density,mp_energy_per_atom,mp_formation_energy_per_atom,mp_band_gap,mp_efermi,mp_spacegroup_number,MagpieData mean NUnfilled,MagpieData std_dev NUnfilled,MagpieData mean ElectronAffinity,MagpieData std_dev ElectronAffinity,MagpieData mean Electronegativity,MagpieData std_dev Electronegativity,DemlData mean heat_fusion,DemlData std_dev heat_fusion,DemlData mean boiling_point,DemlData std_dev boiling_point,DemlData mean GGAU_Etot,DemlData std_dev GGAU_Etot,DemlData mean FERE correction,DemlData std_dev FERE correction,PymatgenData mean row,PymatgenData std_dev row,PymatgenData mean block,PymatgenData std_dev block,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,band center,max ionic char,avg ionic char,vpa,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,structural complexity per atom,structural complexity per cell
-135.37888628,354.20745990688965,4.215406485026651,-4.569212344999999,-1.705382088965517,1.2488000000000001,0.76115725,96,1.1428571428571428,1.0307764064044151,75.51428571428572,74.39606844450854,2.2114285714285713,1.3589839954907488,2938.0,3661.5809768459308,706.0857142857143,660.1104566661552,-2.8528571428571428,2.290349318335524,0.2688478220649754,0.13031859568806542,2.857142857142857,1.0307764064044151,2.0,0.9354143466934853,1.7142857142857142,1.7142857142857142,2.857142857142857,0.0,0.2727272727272727,0.2727272727272727,0.4545454545454546,0.0,0.0,0.01926902980239715,0.02183798607061871,0.020583947418346824,0.03304132352078923,0.05887054195901681,4.9845468868930904,0.792997622442975,0.17450993775386,12.650266425246059,0.07981224801867699,1.1396714340326848,0.9235761190004312,0.0973496958024457,0.18915150270873562,0.09180180690628993,0.14528718345375732,0.02739285008646363,0.14497620539294884,1.9502120649147465,54.605937817612904
-193.57204912,47.397148259900405,5.70421780686615,-4.894751419999999,-1.7908991124999991,0.7227,0.8923141,186,1.0,1.4142135623730951,70.5,99.7020561473032,2.545,1.26572113832392,3786.0,5040.2571362977105,635.1,770.6049701370995,-3.13,2.630437226013957,0.33000000000000024,0.14142135623730923,3.0,1.4142135623730951,2.5,0.7071067811865476,2.0,2.0,5.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.0,0.008654372767857132,0.008771658482142841,0.03367175148507316,0.0912950199754788,0.14905791614349365,5.951264188702443,0.5511313621135028,0.1377828405283757,11.849287064975101,5.551115123125783e-17,1.0,0.9999999999999998,0.14380035058864052,0.14380035058864063,1.1102230246251565e-16,0.14380035058864055,3.469446951953614e-17,7.495627499189055e-17,1.0,4.0
-318.34844735,94.53809659793289,5.313385853159397,-6.7230247174999995,-1.724905211666666,0.0,4.0943811,10,2.375,2.8237712744707766,115.85000000000001,54.80618482194179,2.625,1.0673134004297153,7361.0,9528.268943130834,1690.1,2081.22636316592,-3.9525,1.9471950136164153,0.1431842228703592,0.11267941110039618,3.0,1.2977713690461004,2.5,0.6488856845230502,1.625,2.0,4.0,0.0,0.21311475409836064,0.26229508196721313,0.5245901639344263,0.0,0.5,0.02692737425071262,0.03866404762428738,0.01607060866333211,0.04029222661041217,0.05249339334349377,5.624578180753075,0.5944454949366794,0.02426191957026197,11.817262074741611,0.05246910781438399,1.1173965338620948,0.8693678555795047,0.0170661478259115,0.25496887353027986,0.23790272570436835,0.16478071530550764,0.06093284658954462,0.1408860753824148,2.5,20.0
-654.6086745,103.48547026309927,5.97066705202391,-6.111723113,-1.9663922169999992,2.1201,2.24983274,148,2.0,1.6903085094570331,108.4,73.31731426769922,2.796,1.0649144834881612,7963.2,16348.302454470835,908.7199999999999,1564.6310528135928,-4.106,1.9292041290201956,0.25451214263384087,0.12391330128987314,2.8,1.3093073414159542,2.2,0.5345224838248488,2.0,2.8,4.0,0.0,0.22727272727272727,0.3181818181818181,0.45454545454545453,0.0,0.0,0.013707315745613902,0.013707315745613902,0.020412414523192028,0.04283980317838024,0.0483312989049976,6.20428525102762,0.5511313621135028,0.1154397425245213,10.348547026309927,0.06597349007777925,1.0549779123911287,0.8523975372233724,0.016121997911632286,0.16725906042380673,0.15113706251217443,0.12489268965806766,0.050839640916563476,0.11664658612431326,1.3709505944546687,13.709505944546688
-507.21033687,84.98847683834407,5.6148992124359385,-8.190510495,-1.481519387499999,1.8157,4.16044822,12,3.0,1.4142135623730951,78.35,88.6004796826744,2.635,1.1384419177103413,7011.0,9601.095874950943,1612.1,2152.2916205756133,-5.495,0.7141778489984129,0.038932841945483965,0.27020976624478094,3.0,1.4142135623730951,2.5,0.7071067811865476,2.0,2.0,3.0,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.5,-0.01976113531250001,0.028471255312500166,0.037216146378237676,0.12906609686729423,0.19101077284803686,5.5143572001933565,0.47692216400686216,0.11923054100171554,10.623559604793007,0.0009327291120214548,1.0018678716981373,0.9992558516567678,0.032200719969845304,0.04383386284743376,0.01163314287758846,0.03749798886752183,0.003164842053583669,0.0031609589815643816,1.5,12.0
-417.04405194,248.858487577255,4.121739039793437,-6.521447505555555,-1.427935919179836,1.5967,0.39565042,14,2.3333333333333335,1.3416407864998738,137.33333333333334,75.88280437622215,3.032222222222222,0.907438703164021,2814.6666666666665,6029.07769065883,532.3555555555555,1037.201821247919,-4.874444444444445,1.3715301673678197,0.13482468601653372,0.1922735066725777,2.6666666666666665,1.3416407864998738,2.111111111111111,0.4472135954999579,2.0,3.5555555555555554,2.7777777777777777,0.0,0.24,0.42666666666666664,0.3333333333333333,0.0,0.1111111111111111,-0.03362229219058133,0.03362229219058133,0.01964185503295899,0.02677408203291902,0.03950409458881082,6.597223444178881,0.5905846039144353,0.01223993181105141,13.825471532069722,0.07746279422710507,1.0803223915313769,0.7446658107594967,0.003823754376644733,0.28189062270180354,0.2780668683251588,0.18643307505572698,0.050685155438265794,0.15853360503935604,2.2810361125534238,41.058650025961626
-405.81551659,596.8276909170065,5.026122832858722,-9.526285125749999,-3.953871922749999,4.097300000000001,1.5409672300000001,206,4.8,4.949747468305833,96.44,78.7716954241814,2.552,1.5697770542341356,4693.2,7904.039600103229,1497.72,2488.167341639223,-5.186,0.34648232278140845,0.40495147377548124,0.30927343371305727,3.2,2.121320343559643,2.4,0.7071067811865476,2.0,2.4,0.4,0.0,0.4166666666666667,0.5,0.08333333333333334,0.0,0.0,-0.030150977479050267,0.04141533502094963,0.0,0.13117343187228722,0.23842700263845132,5.393348497105174,0.7083205926780534,0.1699969422427328,14.920692272925162,0.06966204822694026,1.0580521866344035,0.9128131911394923,0.000686790024893826,0.1656655704487384,0.16497878042384456,0.10442768345404627,0.07348517291121277,0.11893918721916706,1.295461844238322,51.81847376953287
-799.56189858,172.94002035294054,7.618115266071504,-6.555921816153841,-1.8014381423076862,1.1236,3.15412685,166,1.6923076923076923,0.9780192938436516,134.51076923076923,84.30042677441097,2.796923076923077,1.222001209705514,6065.846153846154,11074.391925597502,1271.5076923076924,2242.9413481641354,-4.180000000000001,1.535265874155948,0.08628622118264434,0.3863696685965613,3.230769230769231,2.265046309153236,2.076923076923077,0.8340576562282991,1.7692307692307692,2.4615384615384617,2.076923076923077,3.230769230769231,0.18548387096774194,0.25806451612903225,0.217741935483871,0.33870967741935487,0.23076923076923078,0.0297056092273668,0.03483361825209968,0.024925925763105636,0.05856740168830874,0.076059540456025,6.123582135231503,0.7742664595807831,0.12580280025808704,13.303078488687733,0.0766329910427661,1.1335981564966242,0.8339618513787904,0.001615479513157891,0.19634638804601978,0.1947309085328619,0.1123195150828963,0.06072050528902307,0.15873335552966292,1.8339272176418302,23.841053829343792
-501.66829966,318.38120756608186,4.147474486516418,-6.633664460416667,-1.340701675807292,0.9489000000000001,1.5189896200000002,63,2.3333333333333335,1.0540925533894596,129.11666666666667,76.96061402503953,3.0233333333333334,0.8836540298354578,3348.0,7130.743579739774,742.1333333333333,1577.7296825220444,-4.906666666666667,1.0421985308844846,0.11631094731516156,0.22983721148228808,2.6666666666666665,1.3333333333333333,2.1666666666666665,0.5270462766947298,2.0,3.3333333333333335,2.6666666666666665,0.0,0.25,0.4166666666666667,0.3333333333333333,0.0,0.16666666666666666,-0.025756579570386223,0.028377108459275085,0.03367175148507316,0.04833739811295177,0.06166230210488048,6.518781110680763,0.47692216400686216,0.07632901500239037,13.265883648586744,0.12333199170314135,1.1049713287936676,0.7219717897126531,0.036796782879042124,0.21184694204300328,0.17505015916396116,0.15751990558795606,0.07092466742907799,0.2020303444583103,2.2516291673878226,54.039100017307746
-478.60546739,114.30716121628458,4.986096108562165,-7.85724884375,-2.54689945125,0.0,4.09160333,123,2.5,2.7568097504180447,87.8325,72.28720128764151,2.3725,1.3871229217340473,7236.0,10486.367988965483,1194.85,1511.5246594085058,-4.737500000000001,2.529116446508543,0.2600323513549119,0.20258520749165704,3.25,1.6431676725154984,2.0,0.8944271909999159,1.75,2.0,1.25,0.0,0.35,0.4,0.25,0.0,0.25,0.04221968208567678,0.04671045131644597,0.0,0.08234256600273793,0.10700563651289655,4.964101047928478,0.7877573323062756,0.17425852596531333,14.288395152035573,0.038908068487371106,1.0778161371351485,0.9583100109839389,0.06003901105611575,0.24168377073133493,0.18164475967521918,0.14436183663907357,0.048658880170691046,0.06673416733590622,1.5,12.0
