y_relaxed,bulk_symbols,composition,structure,mp_material_id,mp_volume,mp_density,mp_energy_per_atom,mp_formation_energy_per_atom,mp_band_gap,mp_efermi,mp_spacegroup_number,composition_oxid,MagpieData mean NUnfilled,MagpieData range NUnfilled,MagpieData std_dev NUnfilled,MagpieData mean ElectronAffinity,MagpieData range ElectronAffinity,MagpieData std_dev ElectronAffinity,MagpieData mean Electronegativity,MagpieData range Electronegativity,MagpieData std_dev Electronegativity,DemlData mean heat_fusion,DemlData std_dev heat_fusion,DemlData mean boiling_point,DemlData std_dev boiling_point,DemlData mean GGAU_Etot,DemlData std_dev GGAU_Etot,DemlData mean FERE correction,DemlData std_dev FERE correction,PymatgenData mean row,PymatgenData std_dev row,PymatgenData mean block,PymatgenData std_dev block,transition metal fraction,band center,density,vpa,packing fraction,en_mean,en_max,en_min,en_range,en_std,en_weighted_mean,en_diff_mean,en_diff_max,en_diff_min,en_diff_weighted_mean,en_diff_std,n_atoms
-135.37888628,Na4Zn4O6,Na4 Zn4 O6,"Full Formula (Na8 Zn8 O12)
Reduced Formula: Na2Zn2O3
abc   :   6.157177   6.157177   9.343174
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (28)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Na    0.746726  0.533699   0.646868        -0
  1  Na    0.966301  0.246726   0.396868        -0
  2  Na    0.466301  0.253274   0.853132        -0
  3  Na    0.253274  0.466301   0.146868        -0
  4  Na    0.033699  0.753274   0.896868        -0
  5  Na    0.753274  0.033699   0.103132        -0
  6  Na    0.533699  0.746726   0.353132        -0
  7  Na    0.246726  0.966301   0.603132        -0
  8  Zn    0.255305  0.456914   0.614277         0
  9  Zn    0.043086  0.755305   0.364277         0
 10  Zn    0.456914  0.255305   0.385723         0
 11  Zn    0.755305  0.043086   0.635723         0
 12  Zn    0.244695  0.956914   0.135723         0
 13  Zn    0.543086  0.744695   0.885723         0
 14  Zn    0.956914  0.244695   0.864277         0
 15  Zn    0.744695  0.543086   0.114277         0
 16  O     0.320718  0.679282   0.75             0
 17  O     0.242975  0.51341    0.405294        -0
 18  O     0.48659   0.757025   0.094706        -0
 19  O     0.757025  0.48659    0.905294        -0
 20  O     0.679282  0.320718   0.25             0
 21  O     0.98659   0.742975   0.155294        -0
 22  O     0.820718  0.820718   0.5              0
 23  O     0.51341   0.242975   0.594706        -0
 24  O     0.01341   0.257025   0.655294        -0
 25  O     0.257025  0.01341    0.344706        -0
 26  O     0.742975  0.98659    0.844706        -0
 27  O     0.179282  0.179282  -0                0",mp-554845,354.20745990688965,4.215406485026651,-4.569212344999999,-1.705382088965517,1.2488000000000001,0.76115725,96,Na+2 Zn2+2 O2-3,1.1428571428571428,2.0,1.0307764064044151,75.51428571428572,141.0,74.39606844450854,2.2114285714285713,2.51,1.3589839954907488,2938.0,3661.5809768459308,706.0857142857143,660.1104566661552,-2.8528571428571428,2.290349318335524,0.2688478220649754,0.13031859568806542,2.857142857142857,1.0307764064044151,2.0,0.9354143466934853,0.0,4.9845468868930904,4.215406490916149,12.650266425246059,0.8151649253294402,2.0066666666666664,3.44,0.93,2.51,1.0552830057488,2.2114285714285713,2.15,2.51,1.79,2.15,0.3599999999999999,28
-193.57204912,Zn2O2,Zn2 O2,"Full Formula (Zn2 O2)
Reduced Formula: ZnO
abc   :   3.237351   3.237351   5.222061
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Zn    0.666667  0.333333  0.500592         0
  1  Zn    0.333333  0.666667  0.000592         0
  2  O     0.666667  0.333333  0.879718         0
  3  O     0.333333  0.666667  0.379718         0",mp-2133,47.397148259900405,5.70421780686615,-4.894751419999999,-1.7908991124999991,0.7227,0.8923141,186,Zn2+1 O2-1,1.0,2.0,1.4142135623730951,70.5,141.0,99.7020561473032,2.545,1.79,1.26572113832392,3786.0,5040.2571362977105,635.1,770.6049701370995,-3.13,2.630437226013957,0.33000000000000024,0.14142135623730923,3.0,1.4142135623730951,2.5,0.7071067811865476,0.0,5.951264188702443,5.7042178148357205,11.849287064975101,0.4730568735005466,2.545,3.44,1.65,1.79,0.895,2.545,1.79,1.79,1.79,1.79,0.0,4
-318.34844735,Ti2Cu6O8,Ti2 Cu6 O8,"Full Formula (Ti1 Cu3 O4)
Reduced Formula: TiCu3O4
abc   :   2.997888   5.490126   5.973590
angles:  74.060893  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a         b         c    magmom
---  ----  ---  --------  --------  --------
  0  Ti    0.5  0         0.5          0.032
  1  Cu    0    0         0            0.018
  2  Cu    0.5  0.5       0            0.069
  3  Cu    0    0.5       0.5          0.549
  4  O     0.5  0.623723  0.675129     0.136
  5  O     0    0.067628  0.687284     0.011
  6  O     0.5  0.376277  0.324871     0.136
  7  O     0    0.932372  0.312716     0.011",mp-1216931,94.53809659793289,5.313385853159397,-6.7230247174999995,-1.724905211666666,0.0,4.0943811,10,Ti4+1 Cu+2 Cu2+1 O2-4,2.375,7.0,2.8237712744707766,115.85000000000001,133.4,54.80618482194179,2.625,1.9,1.0673134004297153,7361.0,9528.268943130834,1690.1,2081.22636316592,-3.9525,1.9471950136164153,0.1431842228703592,0.11267941110039618,3.0,1.2977713690461004,2.5,0.6488856845230502,0.5,5.624578180753075,5.313385860582922,11.817262074741611,0.4869057111964292,2.2933333333333334,3.44,1.54,1.9,0.8240280469876144,2.625,1.72,1.9,1.54,1.63,0.17999999999999994,8
-654.6086745,Zn6Ge6O18,Zn6 Ge6 O18,"Full Formula (Zn2 Ge2 O6)
Reduced Formula: ZnGeO3
abc   :   5.524563   5.524563   5.524563
angles:  54.339879  54.339879  54.339879
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Zn    0.631633  0.631633  0.631633        -0
  1  Zn    0.368367  0.368367  0.368367        -0
  2  Ge    0.843653  0.843653  0.843653         0
  3  Ge    0.156347  0.156347  0.156347         0
  4  O     0.560933  0.953628  0.214182         0
  5  O     0.953628  0.214182  0.560933         0
  6  O     0.214182  0.560933  0.953628         0
  7  O     0.439067  0.046372  0.785818         0
  8  O     0.785818  0.439067  0.046372         0
  9  O     0.046372  0.785818  0.439067         0",mp-8285,103.48547026309927,5.97066705202391,-6.111723113,-1.9663922169999992,2.1201,2.24983274,148,Zn2+1 Ge4+1 O2-3,2.0,4.0,1.6903085094570331,108.4,141.0,73.31731426769922,2.796,1.79,1.0649144834881612,7963.2,16348.302454470835,908.7199999999999,1564.6310528135928,-4.106,1.9292041290201956,0.25451214263384087,0.12391330128987314,2.8,1.3093073414159542,2.2,0.5345224838248488,0.0,6.20428525102762,5.970667060365747,10.348547026309927,0.4097495342606824,2.3666666666666667,3.44,1.65,1.79,0.7730602966277742,2.796,1.075,1.79,0.3599999999999999,1.4325,0.7150000000000001,10
-507.21033687,Fe2O2,Fe2 O2,"Full Formula (Fe4 O4)
Reduced Formula: FeO
abc   :   3.102294   5.375696   5.443817
angles: 110.556657  91.096992  89.946600
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Fe    0.5       0         0.5         -3.73
  1  Fe    0         0.5       0.5         -3.727
  2  Fe    0         0         0            3.73
  3  Fe    0.500001  0.5       0            3.727
  4  O     0.968291  0.251676  0.742066    -0.006
  5  O     0.468313  0.251673  0.242068     0.006
  6  O     0.031709  0.748324  0.257934    -0.006
  7  O     0.531686  0.748327  0.757932     0.006",mp-1274279,84.98847683834407,5.6148992124359385,-8.190510495,-1.481519387499999,1.8157,4.16044822,12,Fe2+1 O2-1,3.0,2.0,1.4142135623730951,78.35,125.3,88.6004796826744,2.635,1.6099999999999999,1.1384419177103413,7011.0,9601.095874950943,1612.1,2152.2916205756133,-5.495,0.7141778489984129,0.038932841945483965,0.27020976624478094,3.0,1.4142135623730951,2.5,0.7071067811865476,0.5,5.5143572001933565,5.614899220280719,10.623559604793007,0.5835529458776588,2.635,3.44,1.83,1.6099999999999999,0.8049999999999999,2.635,1.6099999999999999,1.6099999999999999,1.6099999999999999,1.6099999999999999,0.0,8
-417.04405194,Mn2Se4O12,Mn2 Se4 O12,"Full Formula (Mn2 Se4 O12)
Reduced Formula: Mn(SeO3)2
abc   :   5.074214   6.747196   7.269905
angles:  90.000000  91.017137  89.999971
pbc   :       True       True       True
Sites (18)
  #  SP            a         b          c    magmom
---  ----  ---------  --------  ---------  --------
  0  Mn     0.5       0.5        0.5          2.817
  1  Mn    -0         0         -0            2.817
  2  Se     0.515593  0.174484   0.19929      0.031
  3  Se     0.984407  0.674484   0.30071      0.031
  4  Se     0.015593  0.325516   0.699291     0.031
  5  Se     0.484407  0.825516   0.80071      0.031
  6  O      0.550988  0.58243    0.74625      0.004
  7  O      0.949012  0.08243    0.75375      0.004
  8  O      0.449012  0.41757    0.25375      0.004
  9  O      0.050988  0.91757    0.24625      0.004
 10  O      0.199041  0.77946    0.916904    -0.002
 11  O      0.30096   0.27946    0.583096    -0.002
 12  O      0.196169  0.660694   0.490623     0.014
 13  O      0.303832  0.160693   0.009376     0.014
 14  O      0.803832  0.339305   0.509377     0.014
 15  O      0.696168  0.839306   0.990624     0.014
 16  O      0.699041  0.72054    0.416904    -0.002
 17  O      0.800959  0.22054    0.083096    -0.002",mp-28669,248.858487577255,4.121739039793437,-6.521447505555555,-1.427935919179836,1.5967,0.39565042,14,Mn2+1 Se4+1 Se6+1 O2-6,2.3333333333333335,3.0,1.3416407864998738,137.33333333333334,195.0,75.88280437622215,3.032222222222222,1.89,0.907438703164021,2814.6666666666665,6029.07769065883,532.3555555555555,1037.201821247919,-4.874444444444445,1.3715301673678197,0.13482468601653372,0.1922735066725777,2.6666666666666665,1.3416407864998738,2.111111111111111,0.4472135954999579,0.1111111111111111,6.597223444178881,4.1217390455520695,13.825471532069722,0.23840026773076964,2.513333333333333,3.44,1.55,1.89,0.772024754928378,3.032222222222222,1.4449999999999998,1.89,0.9999999999999998,1.6675,0.44500000000000006,18
-405.81551659,Y8O12,Y8 O12,"Full Formula (Y16 O24)
Reduced Formula: Y2O3
abc   :   9.186645   9.186645   9.186645
angles: 109.471223 109.471224 109.471213
pbc   :       True       True       True
Sites (40)
  #  SP            a          b          c    magmom
---  ----  ---------  ---------  ---------  --------
  0  Y      0.25       0.717456   0.467456        -0
  1  Y      0.032544   0.75       0.782544        -0
  2  Y      0.782544   0.032544   0.75            -0
  3  Y      0.467456   0.25       0.717456        -0
  4  Y      0.717456   0.467456   0.25            -0
  5  Y      0.75       0.782544   0.032544        -0
  6  Y      0.75       0.282544   0.532544        -0
  7  Y      0.967456   0.25       0.217456        -0
  8  Y      0.217456   0.967456   0.25            -0
  9  Y      0.532544   0.75       0.282544        -0
 10  Y      0.282544   0.532544   0.75            -0
 11  Y      0.25       0.217456   0.967456        -0
 12  Y     -0          0.5       -0               -0
 13  Y      0.5       -0         -0               -0
 14  Y     -0         -0          0.5             -0
 15  Y      0.5        0.5        0.5             -0
 16  O      0.031662   0.48915    0.760932         0
 17  O      0.22822    0.27073    0.739068         0
 18  O      0.27178    0.01085    0.042511         0
 19  O      0.22927    0.457489   0.468338         0
 20  O      0.457489   0.468338   0.22927          0
 21  O      0.760932   0.031662   0.48915          0
 22  O      0.27073    0.739068   0.22822          0
 23  O      0.042511   0.27178    0.01085          0
 24  O      0.48915    0.760932   0.031662         0
 25  O      0.739068   0.22822    0.27073          0
 26  O      0.01085    0.042511   0.27178          0
 27  O      0.468338   0.22927    0.457489         0
 28  O      0.968338   0.51085    0.239068         0
 29  O      0.77178    0.729269   0.260932         0
 30  O      0.72822    0.98915    0.957489         0
 31  O      0.770731   0.542511   0.531662         0
 32  O      0.531662   0.770731   0.542511         0
 33  O      0.98915    0.957489   0.72822          0
 34  O      0.260932   0.77178    0.729269         0
 35  O      0.51085    0.239068   0.968338         0
 36  O      0.957489   0.72822    0.98915          0
 37  O      0.729269   0.260932   0.77178          0
 38  O      0.239068   0.968338   0.51085          0
 39  O      0.542511   0.531662   0.770731         0",mp-2652,596.8276909170065,5.026122832858722,-9.526285125749999,-3.953871922749999,4.097300000000001,1.5409672300000001,206,Y3+2 O2-3,4.8,7.0,4.949747468305833,96.44,111.4,78.7716954241814,2.552,2.2199999999999998,1.5697770542341356,4693.2,7904.039600103229,1497.72,2488.167341639223,-5.186,0.34648232278140845,0.40495147377548124,0.30927343371305727,3.2,2.121320343559643,2.4,0.7071067811865476,0.0,5.393348497105174,5.026122839880902,14.920692272925162,0.6912867587908417,2.33,3.44,1.22,2.2199999999999998,1.11,2.552,2.2199999999999998,2.2199999999999998,2.2199999999999998,2.2199999999999998,0.0,40
-799.56189858,Ca6Pt9O24,Ca6 Pt9 O24,"Full Formula (Ca2 Pt3 O8)
Reduced Formula: Ca2Pt3O8
abc   :   6.263756   6.263755   6.263755
angles:  59.788147  59.788150  59.788149
pbc   :       True       True       True
Sites (13)
  #  SP           a          b         c    magmom
---  ----  --------  ---------  --------  --------
  0  Ca    0.854867   0.854867  0.854867         0
  1  Ca    0.145133   0.145133  0.145133         0
  2  Pt    0.5       -0         0.5              0
  3  Pt    0          0.5       0.5              0
  4  Pt    0.5        0.5       0                0
  5  O     0.604365   0.604365  0.604365         0
  6  O     0.395635   0.395635  0.395635         0
  7  O     0.113258   0.113258  0.560039        -0
  8  O     0.113258   0.560039  0.113258        -0
  9  O     0.560039   0.113258  0.113258        -0
 10  O     0.886741   0.439961  0.886741        -0
 11  O     0.886741   0.886741  0.439961        -0
 12  O     0.439961   0.886741  0.886741        -0",mp-8710,172.94002035294054,7.618115266071504,-6.555921816153841,-1.8014381423076862,1.1236,3.15412685,166,Ca2+2 Pt4+3 O2-8,1.6923076923076923,2.0,0.9780192938436516,134.51076923076923,202.93,84.30042677441097,2.796923076923077,2.44,1.222001209705514,6065.846153846154,11074.391925597502,1271.5076923076924,2242.9413481641354,-4.180000000000001,1.535265874155948,0.08628622118264434,0.3863696685965613,3.230769230769231,2.265046309153236,2.076923076923077,0.8340576562282991,0.23076923076923078,6.123582135231503,7.61811527671505,13.303078488687733,0.5031470584149484,2.2399999999999998,3.44,1.0,2.44,0.9965273035229223,2.796923076923077,1.8,2.44,1.1600000000000001,1.6720000000000002,0.6399999999999999,13
-501.66829966,Fe4Se4O16,Fe4 Se4 O16,"Full Formula (Fe4 Se4 O16)
Reduced Formula: FeSeO4
abc   :   5.063941   9.399745   6.738190
angles:  89.998145  90.001235  96.947469
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Fe    0.49983   0.499905  0.000104    -3.776
  1  Fe    0.999846  0.999957  0.499938    -3.776
  2  Fe    0.000163  3.1e-05   0.999986     3.776
  3  Fe    0.500185  0.500015  0.500059     3.776
  4  Se    0.523029  0.174306  0.250017     0
  5  Se    0.02296   0.6743    0.249896     0
  6  Se    0.976967  0.325695  0.750019    -0
  7  Se    0.477044  0.8257    0.750062    -0
  8  O     0.575835  0.356523  0.249924    -0
  9  O     0.075785  0.856505  0.250062     0
 10  O     0.677501  0.39045   0.750059     0
 11  O     0.177582  0.890456  0.74993      0
 12  O     0.822535  0.1096    0.249962    -0
 13  O     0.322403  0.609553  0.250024    -0
 14  O     0.924158  0.143483  0.750084    -0
 15  O     0.424171  0.643494  0.749922    -0
 16  O     0.364611  0.12149   0.042327     0.014
 17  O     0.864522  0.621542  0.042281    -0.013
 18  O     0.364636  0.121533  0.457785    -0.013
 19  O     0.864455  0.621448  0.457694     0.014
 20  O     0.13542   0.378502  0.542264     0.013
 21  O     0.635536  0.87851   0.542239    -0.014
 22  O     0.135369  0.378507  0.957688    -0.014
 23  O     0.635457  0.878495  0.957671     0.013",mp-754639,318.38120756608186,4.147474486516418,-6.633664460416667,-1.340701675807292,0.9489000000000001,1.5189896200000002,63,Fe2+1 Se6+1 O2-4,2.3333333333333335,2.0,1.0540925533894596,129.11666666666667,179.3,76.96061402503953,3.0233333333333334,1.6099999999999999,0.8836540298354578,3348.0,7130.743579739774,742.1333333333333,1577.7296825220444,-4.906666666666667,1.0421985308844846,0.11631094731516156,0.22983721148228808,2.6666666666666665,1.3333333333333333,2.1666666666666665,0.5270462766947298,0.16666666666666666,6.518781110680763,4.147474492311007,13.265883648586744,0.2699126814149636,2.606666666666667,3.44,1.83,1.6099999999999999,0.6584999789082928,3.0233333333333334,1.1649999999999998,1.6099999999999999,0.7199999999999998,1.432,0.44500000000000006,24
-478.60546739,Sr1Cr1O2,Sr1 Cr1 O2,"Full Formula (Sr2 Cr2 O4)
Reduced Formula: SrCrO2
abc   :   5.339614   5.339395   5.339398
angles:  98.950942 114.972610 114.972884
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sr    0.499998  0.250001  0.749998     0
  1  Sr    0.499998  0.75      0.249996     0
  2  Cr    0.999991  0.499997  0.499995    -3.565
  3  Cr    0.999993  0.999992  0.999999     3.565
  4  O     8e-06     0.250002  0.750007     0
  5  O     0.999989  0.750004  0.249994     0
  6  O     0.500018  0.750007  0.75001      0
  7  O     0.500004  0.249997  0.250002     0",mp-1218326,114.30716121628458,4.986096108562165,-7.85724884375,-2.54689945125,0.0,4.09160333,123,Sr2+1 Cr2+1 O2-2,2.5,6.0,2.7568097504180447,87.8325,135.97,72.28720128764151,2.3725,2.49,1.3871229217340473,7236.0,10486.367988965483,1194.85,1511.5246594085058,-4.737500000000001,2.529116446508543,0.2600323513549119,0.20258520749165704,3.25,1.6431676725154984,2.0,0.8944271909999159,0.25,4.964101047928478,4.986096115528422,14.288395152035573,0.8190898773194876,2.0166666666666666,3.44,0.95,2.49,1.0473564605976111,2.3725,2.1350000000000002,2.49,1.78,2.1350000000000002,0.3550000000000001,8
