MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NsUnfilled,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData mean NfUnfilled,MagpieData mean NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean GSmagmom,transition metal fraction,band center,LUMO_energy,gap_AO,density,vpa,packing fraction,spacegroup_num,crystal_system_int,n_symmetry_ops,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,mean neighbor distance variation,mean absolute deviation in relative cell size,max packing efficiency,mean ordering parameter shell 1,mean ordering parameter shell 2,mean ordering parameter shell 3,LUMO_character_d,LUMO_character_f,LUMO_character_p,LUMO_character_s,LUMO_element_Ag,LUMO_element_Al,LUMO_element_Au,LUMO_element_Ba,LUMO_element_Be,LUMO_element_Bi,LUMO_element_Ca,LUMO_element_Cd,LUMO_element_Ce,LUMO_element_Co,LUMO_element_Cr,LUMO_element_Cs,LUMO_element_Cu,LUMO_element_Fe,LUMO_element_Ga,LUMO_element_Hf,LUMO_element_Hg,LUMO_element_In,LUMO_element_Ir,LUMO_element_K,LUMO_element_Li,LUMO_element_Lu,LUMO_element_Mg,LUMO_element_Mn,LUMO_element_Mo,LUMO_element_Na,LUMO_element_Nb,LUMO_element_Ni,LUMO_element_O,LUMO_element_Os,LUMO_element_Pb,LUMO_element_Pd,LUMO_element_Pt,LUMO_element_Rb,LUMO_element_Re,LUMO_element_Rh,LUMO_element_Ru,LUMO_element_Sb,LUMO_element_Sc,LUMO_element_Se,LUMO_element_Si,LUMO_element_Sn,LUMO_element_Sr,LUMO_element_Ta,LUMO_element_Ti,LUMO_element_Tl,LUMO_element_V,LUMO_element_W,LUMO_element_Y,LUMO_element_Zn,LUMO_element_Zr,crystal_system_cubic,crystal_system_hexagonal,crystal_system_monoclinic,crystal_system_orthorhombic,crystal_system_tetragonal,crystal_system_triclinic,crystal_system_trigonal,is_centrosymmetric_False,is_centrosymmetric_True
32.10539122285714,327.35714285714283,110.57142857142856,2.2114285714285713,1.7142857142857142,1.7142857142857142,2.857142857142857,0.0,6.285714285714286,0.2857142857142857,0.8571428571428571,0.0,0.0,1.1428571428571428,16.245952380942857,0.0,0.0,0.0,4.9845468868930904,-0.222725,0.1156559999999999,4.215406490916149,12.65026642524606,0.8151649253294402,96.0,4.0,16.0,0.0798122480186769,1.1396714340326848,0.9235761190004312,0.1452871834537573,0.1449762053929488,0.354593549085422,0.658934803733444,0.3916678476240177,0.2311929735498918,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
74.30644,924.68,112.8,2.622,2.0,2.4,1.0,2.8,8.2,0.0,1.2,1.0,0.0,2.2,21.112,0.0,0.0,0.2,5.4039308669098,-0.258639,0.0,9.18649425317574,13.431538004794891,0.8137578672641576,221.0,1.0,96.0,0.0841575821580915,1.1166715772118423,0.7896060446047711,0.0734446499564897,0.15,0.4469195102224146,0.6630248055313832,0.435340134789492,0.234888791439444,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40.689699999999995,373.7399999999999,94.0,2.545,2.0,2.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,11.5325,0.0,0.0,0.0,5.951264188702443,-0.222725,0.1156559999999999,5.7042178148357205,11.8492870649751,0.4730568735005466,186.0,2.0,24.0,5.551115123125783e-17,1.0,0.9999999999999998,0.1438003505886405,7.495627499189054e-17,0.3392723882509831,0.7905817168969225,0.5384576011578128,0.3851883000642223,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
37.812825,779.1887499999999,102.5,2.625,1.625,2.0,4.0,0.0,7.625,0.375,1.0,1.0,0.0,2.375,10.79,0.0,2.8166666666625e-06,0.5,5.624578180753075,-0.202272,0.0,5.313385860582922,11.817262074741611,0.4869057111964292,10.0,6.0,4.0,0.0524691078143839,1.1173965338620948,0.8693678555795047,0.1647807153055076,0.1408860753824148,0.2957791524762784,0.595208962622645,0.2953106405509815,0.1813439425442353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
37.20363999999999,413.696,88.0,2.796,2.0,2.8,4.0,0.0,8.8,0.0,2.0,0.0,0.0,2.0,12.856000000000002,0.0766,0.0,0.0,6.20428525102762,-0.338381,0.0,5.970667060365747,10.348547026309928,0.4097495342606824,148.0,3.0,12.0,0.0659734900777792,1.0549779123911287,0.8523975372233724,0.1248926896580676,0.1166465861243132,0.3619599842545737,0.6046038213617101,0.303878272843922,0.1303579138345595,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
35.9222,932.9,99.0,2.635,2.0,2.0,3.0,0.0,7.0,0.0,1.0,2.0,0.0,3.0,9.9175,0.0,1.0553314,0.5,5.5143572001933565,-0.295049,0.0,6.0946286956824505,9.78734218604906,0.6334109286503269,1.0,7.0,1.0,0.0444361647765362,1.1297049391017209,0.9674875105112198,0.0613113694835403,0.08747367740709,0.4819391077974306,0.7764655063942163,0.5554718120044436,0.4043022746079327,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34.31716055555555,315.0888888888889,86.11111111111111,3.032222222222222,2.0,3.5555555555555554,2.7777777777777777,0.0,8.333333333333334,0.0,1.7777777777777777,0.5555555555555556,0.0,2.3333333333333335,12.995287356322224,0.1775555555555555,3.445785440611111e-05,0.1111111111111111,6.597223444178881,-0.26654,0.0,4.1217390455520695,13.825471532069722,0.2384002677307696,14.0,6.0,4.0,0.077462794227105,1.0803223915313769,0.7446658107594967,0.1864330750557269,0.158533605039356,0.2005641425942136,0.3896999460688837,0.1776028242191911,0.1326507181684517,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
50.131746666666665,886.7,94.33333333333331,2.8483333333333336,2.0,2.6666666666666665,1.5,2.3333333333333335,8.5,0.0,1.3333333333333333,1.8333333333333333,0.0,3.1666666666666665,10.878333333333334,0.0,0.3517771333333333,0.3333333333333333,6.1384332852874195,-0.295049,0.0,7.497017404008877,11.1038456291546,0.4185217525557874,8.0,6.0,4.0,0.0996771161299944,1.080855173493007,0.8434181229025199,0.1185920171416795,0.1773186489410293,0.3579510761365355,0.4799233950551886,0.1494550622085869,0.0816749545533891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
45.16198,752.48,115.6,2.552,2.0,2.4,0.4,0.0,4.8,0.0,1.2,3.6,0.0,4.8,18.409,0.0,0.0,0.0,5.393348497105174,-0.150727,0.187654,5.026122839880902,14.920692272925162,0.6912867587908417,206.0,1.0,48.0,0.0696620482269402,1.0580521866344037,0.9128131911394924,0.1044276834540462,0.118939187219167,0.4001733045347656,0.5814072396305809,0.251094847971726,0.1089840886929313,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
61.03101538461539,676.3538461538462,99.07692307692308,2.796923076923077,1.7692307692307692,2.4615384615384617,2.076923076923077,3.230769230769231,9.538461538461538,0.2307692307692307,1.2307692307692308,0.2307692307692307,0.0,1.6923076923076923,14.88,0.0,0.0,0.2307692307692307,6.123582135231503,-0.273634,0.0,7.61811527671505,13.303078488687731,0.5031470584149484,166.0,3.0,24.0,0.0766329910427661,1.1335981564966242,0.8339618513787904,0.1123195150828963,0.1587333555296629,0.3538533005493306,0.639201041082175,0.2922310300000911,0.1557267043317498,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
